orgid,gender,age,cont1,cont2,cont3,neg1,neg2,neg3,neg4,neg5,neg6,neg7,neg8,neg9,neg10,neg11,jsat1,jsat2,jsat3,Neur1,Neur2,Neur3,notrain1,notrain2,notrain3,nofeed1,nofeed2,nofeed3
Org B,female,34.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
Org B,male,35.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
Org B,female,38.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0
Org B,male,32.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,6.0,6.0,6.0
Org B,female,37.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Org B,female,33.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,7.0,4.0,4.0,4.0
Org B,female,22.0,3.5,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0
Org B,female,37.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0
Org B,female,42.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Org B,female,21.0,2.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0
Org B,female,37.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0
Org B,female,40.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0
Org B,male,40.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.6686056602213064,2.379626858224351,2.632667164353069,7.0,6.0,5.0,1.0,1.0,1.0
Org B,male,28.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,3.5909737900594227,6.0,4.531598450465893,4.613097593698731,5.0
Org B,female,54.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0
Org B,female,38.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,3.259708666003622,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0
Org B,female,23.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,6.0,6.0,6.0
Org B,female,50.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,6.0,7.0
Org B,female,42.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
Org B,female,49.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,2.0,2.8173005414798524,2.0,5.0,1.0,7.0,7.0,7.0,7.0
