orgid,gender,age,orgidA,orgidB,orgidC,cont,neg,jsat,neur,notrain,nofeed
Org C,1,38.0,0,0,1,2.3333333333333335,1.0,4.333333333333333,2.0,1.0,7.0
Org C,1,29.0,0,0,1,2.0,1.4545454545454546,5.0,4.333333333333333,4.0,3.0
Org C,1,55.0,0,0,1,1.6666666666666667,1.0,5.0,3.0,4.0,3.6666666666666665
Org C,0,36.0,0,0,1,3.0,1.6363636363636365,4.666666666666667,1.0,2.0,1.0
Org C,0,39.0,0,0,1,2.0,3.1818181818181817,3.0,1.0,5.666666666666667,5.666666666666667
Org C,0,41.0,0,0,1,4.0,2.8181818181818183,5.0,2.0,4.333333333333333,5.0
Org C,1,24.0,0,0,1,2.6666666666666665,2.8181818181818183,4.333333333333333,3.6666666666666665,2.6666666666666665,5.0
Org C,1,32.0,0,0,1,3.0,1.8181818181818181,2.6666666666666665,2.6666666666666665,3.3333333333333335,1.0
Org C,1,33.0,0,0,1,3.0,1.3636363636363635,4.666666666666667,2.3333333333333335,2.9919927824496058,3.033710884001126
Org C,0,37.0,0,0,1,3.0,3.8181818181818183,3.0,2.6666666666666665,3.3333333333333335,3.0
Org C,1,52.5,0,0,1,2.0,2.3636363636363638,5.0,2.6666666666666665,3.0,3.6666666666666665
Org C,0,37.0,0,0,1,3.0,1.0,5.0,1.3333333333333333,1.0,1.0
Org C,0,34.0,0,0,1,1.0,4.2727272727272725,5.0,7.0,3.0,7.0
Org C,1,30.0,0,0,1,2.0,2.4545454545454546,1.0,3.0,4.666666666666667,6.0
Org C,0,44.0,0,0,1,2.0,1.4545454545454546,4.333333333333333,1.0,1.6666666666666667,1.0
Org C,1,49.0,0,0,1,3.0,1.7272727272727273,5.0,5.333333333333333,1.3333333333333333,1.0
Org C,1,55.0,0,0,1,4.0,2.272727272727273,2.0,3.6666666666666665,1.0,5.666666666666667
Org C,0,18.5,0,0,1,4.0,3.0,3.0,4.0,5.0,4.0
Org C,0,19.0,0,0,1,1.0,3.8181818181818183,2.0,4.0,1.0,7.0
Org C,0,37.0,0,0,1,3.6666666666666665,1.6363636363636365,5.0,2.0,3.6666666666666665,4.0
Org C,0,26.0,0,0,1,3.0,3.090909090909091,3.0,3.3333333333333335,5.0,6.0
Org C,1,36.0,0,0,1,3.0,2.1818181818181817,4.666666666666667,1.6666666666666667,1.3333333333333333,3.3333333333333335
Org C,1,29.0,0,0,1,4.333333333333333,1.2727272727272727,5.0,4.333333333333333,1.3333333333333333,3.0
Org C,0,22.0,0,0,1,2.6666666666666665,4.0,5.0,1.3333333333333333,4.0,6.0
Org C,0,23.0,0,0,1,3.3333333333333335,2.8181818181818183,3.6666666666666665,2.6666666666666665,3.3333333333333335,3.3333333333333335
Org C,0,47.0,0,0,1,2.3333333333333335,2.6363636363636362,4.0,2.6666666666666665,5.0,5.666666666666667
Org C,1,17.0,0,0,1,2.6666666666666665,2.909090909090909,3.0,2.3333333333333335,3.6666666666666665,4.666666666666667
Org C,0,34.0,0,0,1,3.0,1.3636363636363635,2.3333333333333335,3.0,2.0,5.0
Org C,1,37.0,0,0,1,2.0,3.0,5.0,3.6666666666666665,6.333333333333333,3.3333333333333335
Org C,1,44.0,0,0,1,4.0,1.1818181818181819,5.0,1.0,4.0,1.0
Org C,1,55.0,0,0,1,4.0,2.8181818181818183,4.666666666666667,1.0,1.3333333333333333,1.6666666666666667
Org C,1,33.0,0,0,1,2.6666666666666665,1.6363636363636365,4.333333333333333,4.333333333333333,3.0,1.0
Org C,0,34.0,0,0,1,2.6666666666666665,2.0,3.6666666666666665,2.0,1.0,1.6666666666666667
Org C,1,40.0,0,0,1,3.3333333333333335,2.5454545454545454,3.3333333333333335,1.0,3.0,4.0
Org C,1,46.0,0,0,1,2.6666666666666665,2.272727272727273,5.0,2.6666666666666665,5.666666666666667,4.0
Org C,0,37.0,0,0,1,3.0,3.0,4.333333333333333,1.0,3.0,3.6666666666666665
Org C,0,32.0,0,0,1,1.3333333333333333,2.3636363636363638,5.0,6.0,5.333333333333333,6.333333333333333
Org C,1,19.0,0,0,1,1.6666666666666667,2.727272727272727,3.6666666666666665,2.3333333333333335,4.666666666666667,4.333333333333333
Org C,0,36.0,0,0,1,4.0,1.9090909090909092,5.0,5.0,2.0,4.0
Org C,0,47.0,0,0,1,3.6666666666666665,2.090909090909091,4.666666666666667,3.3333333333333335,2.0,6.0
Org C,0,33.0,0,0,1,2.6666666666666665,2.909090909090909,3.6666666666666665,1.6666666666666667,6.333333333333333,4.0
Org C,1,44.0,0,0,1,2.0,1.4545454545454546,3.3333333333333335,3.3333333333333335,5.333333333333333,1.0
Org C,1,40.0,0,0,1,2.0,1.5454545454545454,3.3333333333333335,1.6666666666666667,1.0,1.0
Org C,0,22.0,0,0,1,2.0,1.3636363636363635,1.0,7.0,5.666666666666667,5.666666666666667
Org C,0,18.0,0,0,1,2.0,1.3636363636363635,2.6666666666666665,5.333333333333333,3.3333333333333335,4.0
Org C,1,36.0,0,0,1,3.0,2.0,2.3333333333333335,1.0,7.0,1.0
Org C,0,21.0,0,0,1,4.0,3.0,3.6666666666666665,1.6666666666666667,3.6666666666666665,3.3333333333333335
Org C,0,22.0,0,0,1,3.0,3.0,5.0,2.3333333333333335,4.0,4.0
Org C,1,37.0,0,0,1,1.0,1.6363636363636365,1.0,5.333333333333333,6.666666666666667,7.0
Org C,1,31.0,0,0,1,4.0,1.6363636363636365,5.0,1.0,1.6666666666666667,2.0
Org C,1,37.0,0,0,1,3.0,2.6363636363636362,4.666666666666667,5.333333333333333,4.0,4.0
Org C,0,18.0,0,0,1,3.6666666666666665,1.3636363636363635,3.6666666666666665,1.0,1.3333333333333333,2.0
Org C,0,35.0,0,0,1,3.6666666666666665,3.1818181818181817,3.6666666666666665,4.333333333333333,4.0,3.6666666666666665
Org C,1,50.0,0,0,1,1.6666666666666667,2.0,5.0,2.0,3.0,1.0
Org C,0,19.0,0,0,1,1.0,1.5454545454545454,4.333333333333333,3.3333333333333335,1.0,3.0
Org C,1,37.0,0,0,1,2.0,3.3636363636363638,2.6666666666666665,5.0,5.666666666666667,5.0
Org C,0,24.0,0,0,1,2.0,1.7272727272727273,4.333333333333333,2.0,1.3333333333333333,4.0
Org C,1,24.0,0,0,1,3.3333333333333335,3.5454545454545454,3.3333333333333335,4.333333333333333,5.0,4.666666666666667
Org C,1,55.0,0,0,1,5.0,1.4545454545454546,5.0,2.0,1.0,1.0
Org C,1,42.0,0,0,1,3.6666666666666665,2.909090909090909,3.0,2.3333333333333335,2.0,4.0
Org C,1,26.0,0,0,1,3.0,2.272727272727273,5.0,3.6666666666666665,4.666666666666667,1.0
Org C,0,18.0,0,0,1,3.0,3.272727272727273,3.0,4.666666666666667,3.3333333333333335,2.0
Org C,0,36.0,0,0,1,3.0,3.090909090909091,3.0,4.333333333333333,3.0,4.666666666666667
Org C,1,29.0,0,0,1,1.6666666666666667,2.8181818181818183,1.6666666666666667,2.6666666666666665,6.666666666666667,5.666666666666667
Org C,1,55.0,0,0,1,2.6666666666666665,1.3636363636363635,5.0,3.3333333333333335,2.0,3.3333333333333335
Org C,1,42.0,0,0,1,3.0,2.8181818181818183,5.0,2.0,2.6666666666666665,1.0
Org C,1,53.0,0,0,1,3.6666666666666665,2.6363636363636362,5.0,2.3333333333333335,2.3333333333333335,2.0
Org C,1,48.0,0,0,1,4.0,1.3636363636363635,5.0,1.0,1.3333333333333333,1.3333333333333333
Org C,1,50.0,0,0,1,4.0,2.1818181818181817,5.0,3.0,3.0,2.6666666666666665
Org C,0,45.0,0,0,1,3.6666666666666665,1.5454545454545454,4.666666666666667,3.6666666666666665,3.0,3.6666666666666665
Org C,0,37.0,0,0,1,3.0,2.090909090909091,3.3333333333333335,4.666666666666667,2.6666666666666665,6.333333333333333
Org C,1,52.0,0,0,1,3.0,1.5454545454545454,4.666666666666667,1.3333333333333333,3.3333333333333335,4.333333333333333
Org C,1,48.0,0,0,1,2.6666666666666665,2.5454545454545454,3.0,6.0,2.0,2.6666666666666665
Org C,0,32.0,0,0,1,1.6666666666666667,3.4545454545454546,3.0,1.3333333333333333,4.333333333333333,7.0
Org C,0,19.0,0,0,1,2.0,2.0,3.6666666666666665,2.0,2.3333333333333335,2.3333333333333335
Org C,0,23.0,0,0,1,2.6666666666666665,2.0,3.0,4.333333333333333,4.0,3.6666666666666665
Org C,0,34.0,0,0,1,2.6666666666666665,3.0,4.333333333333333,4.666666666666667,6.666666666666667,3.0
Org C,0,35.0,0,0,1,2.3333333333333335,2.090909090909091,1.6666666666666667,6.0,3.9184223895127377,6.333333333333333
Org C,0,37.0,0,0,1,4.333333333333333,1.8181818181818181,4.0,3.0,1.0,2.0
Org C,0,24.0,0,0,1,3.3333333333333335,2.6363636363636362,4.0,2.3333333333333335,6.333333333333333,4.0
Org C,1,36.0,0,0,1,4.0,1.4545454545454546,4.0,1.0,2.0,1.6666666666666667
Org C,1,36.0,0,0,1,2.6666666666666665,2.272727272727273,5.0,2.0,2.6666666666666665,1.3333333333333333
Org C,0,39.0,0,0,1,3.0,2.4545454545454546,5.0,3.0,2.0,1.0
Org C,0,47.0,0,0,1,3.979172356768105,2.8336920252208886,5.0,3.3333333333333335,2.0,3.8633716088847585
Org C,0,45.0,0,0,1,3.0,2.272727272727273,5.0,2.3333333333333335,2.0,3.3333333333333335
Org C,1,28.0,0,0,1,3.6666666666666665,1.3636363636363635,5.0,2.0,2.0,2.0
Org C,0,37.0,0,0,1,4.0,2.0,5.0,1.3333333333333333,3.0,4.0
Org C,0,37.0,0,0,1,2.6666666666666665,1.0909090909090908,5.0,1.0,3.1302093603212966,3.327991870680322
Org C,0,44.0,0,0,1,2.6666666666666665,2.090909090909091,5.0,2.6666666666666665,1.0,1.0
Org C,0,54.0,0,0,1,3.0,3.272727272727273,4.333333333333333,2.3333333333333335,2.0,2.0
Org C,0,60.0,0,0,1,5.0,2.727272727272727,5.0,1.0,2.0,1.6666666666666667
Org C,1,44.0,0,0,1,1.5468315001519815,1.6363636363636365,4.666666666666667,4.0,7.0,3.0
Org C,1,53.0,0,0,1,3.3333333333333335,2.5454545454545454,5.0,2.0,2.0,3.3333333333333335
Org C,0,37.0,0,0,1,2.3333333333333335,1.8181818181818181,5.0,6.333333333333333,6.0,5.333333333333333
Org C,1,55.0,0,0,1,1.0,1.0,5.0,3.0,7.0,7.0
Org C,1,58.0,0,0,1,3.3333333333333335,2.1632685473970668,4.399289830883308,1.6666666666666667,2.3333333333333335,3.033710884001126
Org C,1,38.0,0,0,1,1.0,3.4545454545454546,1.0,4.333333333333333,5.333333333333333,3.6666666666666665
Org C,1,44.0,0,0,1,2.3333333333333335,2.090909090909091,3.3333333333333335,2.6666666666666665,2.0,5.0
Org C,1,57.0,0,0,1,4.0,2.4545454545454546,5.0,2.0,5.0,2.3333333333333335
Org C,1,44.0,0,0,1,3.6666666666666665,2.3636363636363638,5.0,2.6666666666666665,3.6666666666666665,1.6666666666666667
Org C,1,32.0,0,0,1,1.0,1.7272727272727273,2.3333333333333335,5.666666666666667,6.333333333333333,5.333333333333333
Org C,0,52.0,0,0,1,2.0,3.0,2.3333333333333335,4.666666666666667,4.333333333333333,4.0
Org C,1,50.0,0,0,1,2.6669850116359917,3.0,4.666666666666667,6.666666666666667,6.0,4.0
Org C,1,59.0,0,0,1,1.3333333333333333,2.3636363636363638,3.0,3.3333333333333335,5.666666666666667,5.666666666666667
Org C,1,54.0,0,0,1,3.0,1.8181818181818181,4.333333333333333,2.0,2.0,6.0
Org C,1,53.0,0,0,1,1.6666666666666667,2.8181818181818183,3.0,5.0,6.333333333333333,5.666666666666667
Org C,1,49.0,0,0,1,2.6666666666666665,2.1818181818181817,4.0,6.0,3.0,3.9165538440387144
Org C,1,61.0,0,0,1,4.0,3.4545454545454546,5.0,1.3333333333333333,2.6666666666666665,6.0
Org C,1,33.0,0,0,1,2.0,3.3636363636363638,2.0,4.333333333333333,3.6666666666666665,4.0
Org C,1,39.0,0,0,1,1.0,3.5454545454545454,3.6666666666666665,7.0,7.0,7.0
Org B,0,37.0,0,1,0,3.0,2.090909090909091,1.0,2.6666666666666665,2.3333333333333335,2.0
Org B,0,25.0,0,1,0,2.6666666666666665,1.4545454545454546,3.6666666666666665,4.333333333333333,4.0,3.0
Org B,0,37.0,0,1,0,1.0,2.5454545454545454,1.0,4.0,5.333333333333333,5.0
Org B,1,38.0,0,1,0,4.0,1.3636363636363635,5.0,1.3333333333333333,2.9919927824496058,3.033710884001126
Org B,1,37.0,0,1,0,2.0,2.5454545454545454,4.0,3.3333333333333335,3.3333333333333335,2.3333333333333335
Org B,0,22.0,0,1,0,3.6666666666666665,1.9090909090909092,5.0,1.3333333333333333,2.0,2.0
Org B,0,37.0,0,1,0,3.6666666666666665,2.8181818181818183,4.333333333333333,1.3333333333333333,1.0,1.0
Org B,1,57.0,0,1,0,2.3333333333333335,2.909090909090909,3.6666666666666665,1.0,2.0,7.0
Org B,0,36.0,0,1,0,4.666666666666667,1.4545454545454546,5.0,1.0,2.0,2.6666666666666665
Org B,0,37.0,0,1,0,2.3333333333333335,2.1818181818181817,5.0,3.3333333333333335,2.6666666666666665,1.0
Org B,0,41.0,0,1,0,3.3333333333333335,3.272727272727273,3.0,1.6666666666666667,5.666666666666667,5.666666666666667
Org B,0,50.0,0,1,0,2.0,2.8181818181818183,4.0,6.0,1.0,6.0
Org B,0,33.0,0,1,0,3.0,1.2727272727272727,5.0,3.3333333333333335,4.666666666666667,2.0
Org B,0,45.0,0,1,0,2.3333333333333335,1.5454545454545454,4.0,4.126542286074784,4.0,6.0
Org B,0,37.0,0,1,0,3.6666666666666665,1.500217376000581,5.0,1.6666666666666667,1.3333333333333333,1.0
Org B,0,39.0,0,1,0,3.0,3.1818181818181817,5.0,2.0,5.0,5.0
Org B,0,22.0,0,1,0,3.0,2.1818181818181817,4.333333333333333,2.6666666666666665,3.6666666666666665,3.0
Org B,0,38.0,0,1,0,3.6666666666666665,1.3636363636363635,5.0,1.0,1.0,2.0
Org B,0,44.0,0,1,0,2.3333333333333335,1.4545454545454546,5.0,1.0,4.0,1.0
Org B,0,50.0,0,1,0,4.333333333333333,1.6363636363636365,5.0,1.0,7.0,3.6666666666666665
Org B,0,43.0,0,1,0,3.0,2.3636363636363638,3.0,3.3333333333333335,2.0,2.6666666666666665
Org B,1,25.0,0,1,0,1.3333333333333333,2.6363636363636362,1.6666666666666667,3.3333333333333335,3.6666666666666665,3.3333333333333335
Org B,0,35.0,0,1,0,1.0,4.818181818181818,2.3333333333333335,3.0,5.77586836332462,7.0
Org B,0,37.0,0,1,0,3.0,2.8181818181818183,5.0,4.0,1.0,4.0
Org B,0,45.0,0,1,0,3.0,3.0,4.333333333333333,1.0,2.0,1.0
Org B,0,28.0,0,1,0,5.0,1.6363636363636365,5.0,2.0,2.6666666666666665,1.0
Org B,0,37.0,0,1,0,2.0,3.1818181818181817,3.0,4.0,3.8061327744250146,6.0
Org B,0,46.0,0,1,0,3.3333333333333335,1.9090909090909092,5.0,2.0,2.0,2.3333333333333335
Org B,1,21.0,0,1,0,2.6666666666666665,2.0,4.0,3.3333333333333335,2.6666666666666665,6.0
Org B,1,32.0,0,1,0,2.6666666666666665,1.9090909090909092,5.0,3.0,1.6666666666666667,1.0
Org B,0,44.0,0,1,0,2.0,2.4545454545454546,5.0,3.0,4.0,5.666666666666667
Org B,1,36.0,0,1,0,3.0,1.9090909090909092,2.3333333333333335,4.2209683139117,2.0,1.0
Org B,0,43.0,0,1,0,2.0,1.6363636363636365,2.0,1.3333333333333333,4.333333333333333,4.333333333333333
Org B,0,35.0,0,1,0,1.0,3.4545454545454546,5.0,3.0,2.0,3.0
Org B,0,20.0,0,1,0,1.0,4.454545454545454,4.666666666666667,5.333333333333333,2.0,5.0
Org B,0,27.0,0,1,0,3.3333333333333335,1.6363636363636365,4.0,1.0,1.6666666666666667,4.666666666666667
Org B,0,56.0,0,1,0,3.0,1.2727272727272727,4.666666666666667,1.0,1.0,1.0
Org B,0,36.0,0,1,0,3.0,2.090909090909091,3.6666666666666665,5.333333333333333,1.6666666666666667,4.333333333333333
Org B,1,37.0,0,1,0,3.0,3.727272727272727,2.6666666666666665,3.6666666666666665,4.0,3.0
Org B,0,28.0,0,1,0,4.0,2.0,3.6666666666666665,2.0,2.0,2.0
Org B,0,33.0,0,1,0,2.3333333333333335,1.9090909090909092,3.0,1.0,2.3333333333333335,3.3333333333333335
Org B,1,36.0,0,1,0,3.365241560534928,1.9090909090909092,4.0,3.0,1.6666666666666667,2.6666666666666665
Org B,1,45.0,0,1,0,4.333333333333333,2.8181818181818183,5.0,2.3333333333333335,1.6666666666666667,5.333333333333333
Org B,0,37.0,0,1,0,3.0,1.9090909090909092,4.0,4.666666666666667,2.0,4.0
Org B,0,43.0,0,1,0,3.6666666666666665,1.3636363636363635,4.333333333333333,3.0,4.0,5.0
Org B,0,36.0,0,1,0,2.0,1.6363636363636365,2.3333333333333335,1.6666666666666667,2.0,5.666666666666667
Org B,1,28.0,0,1,0,3.0,2.6363636363636362,4.0,3.3333333333333335,5.333333333333333,5.333333333333333
Org B,0,39.0,0,1,0,3.0,2.727272727272727,4.0,1.3333333333333333,1.3333333333333333,2.6666666666666665
Org B,1,39.0,0,1,0,3.0,1.6363636363636365,3.6666666666666665,4.0,2.3333333333333335,3.3333333333333335
Org B,0,27.0,0,1,0,2.0,2.090909090909091,3.0,4.0,7.0,1.6666666666666667
Org B,0,36.0,0,1,0,2.0,2.3636363636363638,3.0,2.0,1.0,3.6666666666666665
Org B,0,48.0,0,1,0,4.0,2.5454545454545454,3.6666666666666665,1.0,4.333333333333333,5.0
Org B,0,37.0,0,1,0,2.6666666666666665,1.1818181818181819,4.666666666666667,2.6666666666666665,2.0,5.0
Org B,0,37.0,0,1,0,4.666666666666667,1.3636363636363635,5.0,6.0,2.3333333333333335,1.0
Org B,0,40.0,0,1,0,1.3333333333333333,2.1818181818181817,3.6666666666666665,1.7932089527414503,1.0,3.6666666666666665
Org B,0,59.0,0,1,0,4.666666666666667,1.0909090909090908,5.0,1.0,1.3333333333333333,1.0
Org B,1,58.0,0,1,0,1.0,1.7272727272727273,5.0,1.0,1.3333333333333333,3.0
Org B,0,41.0,0,1,0,3.0,1.7272727272727273,4.666666666666667,2.0,2.3333333333333335,3.0
Org B,0,24.0,0,1,0,3.0,3.5454545454545454,2.0,3.807162880029844,2.0,4.0
Org B,0,37.0,0,1,0,5.0,3.272727272727273,5.0,4.0,1.3333333333333333,1.0
Org B,0,21.0,0,1,0,2.0,2.4545454545454546,2.0,4.0,5.333333333333333,6.0
Org B,0,50.0,0,1,0,4.0,1.5454545454545454,5.0,1.0,3.6666666666666665,2.3333333333333335
Org B,0,51.0,0,1,0,3.0,1.2727272727272727,5.0,2.3333333333333335,3.0,1.6666666666666667
Org B,1,56.0,0,1,0,5.0,1.8181818181818181,5.0,1.0,1.3333333333333333,1.0
Org B,0,32.0,0,1,0,2.3333333333333335,2.909090909090909,3.3333333333333335,2.0,3.6666666666666665,5.333333333333333
Org B,0,37.0,0,1,0,4.0,2.909090909090909,3.6666666666666665,2.0,6.666666666666667,2.6666666666666665
Org B,0,37.0,0,1,0,1.0,2.0,1.0,4.333333333333333,6.333333333333333,7.0
Org B,0,31.0,0,1,0,3.3333333333333335,2.3636363636363638,5.0,3.6666666666666665,3.3333333333333335,4.0
Org B,0,34.0,0,1,0,3.0,2.090909090909091,4.666666666666667,1.6666666666666667,2.0,1.3333333333333333
Org B,1,35.0,0,1,0,2.6666666666666665,2.272727272727273,3.6666666666666665,3.0,4.0,3.0
Org B,0,38.0,0,1,0,3.0,2.6363636363636362,3.3333333333333335,2.6666666666666665,2.0,4.0
Org B,1,32.0,0,1,0,3.3333333333333335,3.3636363636363638,5.0,1.0,4.0,6.0
Org B,0,37.0,0,1,0,3.3333333333333335,1.0909090909090908,3.0,1.3333333333333333,1.0,1.0
Org B,0,33.0,0,1,0,1.0,2.727272727272727,2.6666666666666665,1.3333333333333333,6.333333333333333,4.0
Org B,0,22.0,0,1,0,3.1666666666666665,1.9090909090909092,4.0,2.6666666666666665,4.0,1.0
Org B,0,37.0,0,1,0,2.0,2.6363636363636362,5.0,1.6666666666666667,2.0,4.0
Org B,0,42.0,0,1,0,4.0,1.7272727272727273,5.0,1.6666666666666667,2.0,2.0
Org B,0,21.0,0,1,0,3.3333333333333335,3.909090909090909,4.0,4.333333333333333,5.666666666666667,5.666666666666667
Org B,0,37.0,0,1,0,3.3333333333333335,1.6363636363636365,4.666666666666667,2.6666666666666665,5.0,3.0
Org B,0,40.0,0,1,0,4.0,2.727272727272727,5.0,1.0,4.0,1.0
Org B,1,40.0,0,1,0,3.6666666666666665,2.0,5.0,2.560299894266242,6.0,1.0
Org B,1,28.0,0,1,0,2.3333333333333335,3.1818181818181817,2.3333333333333335,3.0,5.196991263353141,4.714898681388208
Org B,0,54.0,0,1,0,3.6666666666666665,2.0,5.0,4.0,2.0,3.3333333333333335
Org B,0,38.0,0,1,0,4.0,2.1818181818181817,2.7532362220012074,1.3333333333333333,3.0,2.0
Org B,0,23.0,0,1,0,2.0,1.4545454545454546,4.333333333333333,4.0,2.3333333333333335,6.0
Org B,0,50.0,0,1,0,2.6666666666666665,2.5454545454545454,5.0,1.0,3.0,6.333333333333333
Org B,0,42.0,0,1,0,3.3333333333333335,1.5454545454545454,5.0,1.3333333333333333,2.3333333333333335,2.0
